2ID	IID	sex
63508	63508	1
63509	63509	2
63510	63510	1
63511	63511	1
63512	63512	2
63513	63513	1
63514	63514	0
63515	63515	2
63516	63516	1
63517	63517	1
63518	63518	2
63519	63519	1
63520	63520	2
63521	63521	2
63522	63522	2
63523	63523	0
63524	63524	1
63525	63525	2
63526	63526	2
63527	63527	2
63528	63528	1
63529	63529	2
63530	63530	2
63531	63531	1
63532	63532	1
63533	63533	1
63534	63534	2
63535	63535	2
63536	63536	1
63537	63537	2
63538	63538	1
63539	63539	2
63540	63540	2
63541	63541	1
63542	63542	1
63543	63543	1
63544	63544	1
63545	63545	1
63546	63546	2
63547	63547	1
63548	63548	1
63549	63549	1
63550	63550	0
63551	63551	1
63552	63552	1
63553	63553	1
63554	63554	2
63555	63555	2
63556	63556	1
63557	63557	1
63558	63558	1
63559	63559	1
63560	63560	2
63561	63561	1
63562	63562	1
63563	63563	2
63564	63564	2
63565	63565	2
63566	63566	2
63567	63567	2
63568	63568	2
63569	63569	1
63570	63570	1
63571	63571	1
63572	63572	2
63573	63573	1
63574	63574	1
63575	63575	2
63576	63576	1
63577	63577	1
63578	63578	1
63579	63579	1
63580	63580	2
63581	63581	2
63582	63582	1
63583	63583	2
63584	63584	1
63585	63585	2
63586	63586	1
63587	63587	2
63588	63588	1
63589	63589	2
63590	63590	2
63591	63591	1
63592	63592	1
63593	63593	2
63594	63594	1
63595	63595	2
63596	63596	0
63597	63597	2
63598	63598	1
63599	63599	1
63600	63600	2
63601	63601	1
63602	63602	1
63603	63603	1
63604	63604	2
63605	63605	1
63606	63606	2
63607	63607	2
63608	63608	2
63609	63609	2
63610	63610	2
63611	63611	2
63612	63612	2
63613	63613	2
63614	63614	1
63615	63615	2
63616	63616	1
63617	63617	2
63618	63618	1
63619	63619	1
63620	63620	2
63621	63621	2
63622	63622	1
63623	63623	2
63624	63624	1
63625	63625	2
63626	63626	1
63627	63627	1
63628	63628	1
63629	63629	1
63630	63630	1
63631	63631	1
63632	63632	2
63633	63633	2
63634	63634	2
63635	63635	2
63636	63636	2
63637	63637	2
63638	63638	1
63639	63639	2
63640	63640	1
63641	63641	1
63642	63642	2
63643	63643	2
63644	63644	1
63645	63645	0
63646	63646	1
63647	63647	2
63648	63648	1
63649	63649	2
63650	63650	1
63651	63651	1
63652	63652	1
63653	63653	2
63654	63654	1
63655	63655	1
63656	63656	2
63657	63657	1
63658	63658	2
63659	63659	1
63660	63660	2
63661	63661	2
63662	63662	1
63663	63663	2
63664	63664	1
63665	63665	1
63666	63666	1
63667	63667	1
63668	63668	0
63669	63669	2
63670	63670	2
63671	63671	1
63672	63672	2
63673	63673	2
63674	63674	2
63675	63675	2
63676	63676	1
63677	63677	2
63678	63678	2
63679	63679	1
63680	63680	2
63681	63681	2
63682	63682	2
63683	63683	1
63684	63684	1
63685	63685	2
63686	63686	2
63687	63687	1
63688	63688	1
63689	63689	2
63690	63690	1
63691	63691	1
63692	63692	1
63693	63693	1
63694	63694	1
63695	63695	2
63696	63696	1
63697	63697	1
63698	63698	2
63699	63699	1
63700	63700	1
63701	63701	1
63702	63702	1
63703	63703	2
63704	63704	1
63705	63705	2
63706	63706	1
63707	63707	2
63708	63708	2
63709	63709	2
63710	63710	2
63711	63711	1
63712	63712	2
63713	63713	1
63714	63714	2
63715	63715	1
63716	63716	1
63717	63717	1
63718	63718	1
63719	63719	2
63720	63720	1
63721	63721	2
63722	63722	2
63723	63723	0
63724	63724	1
63725	63725	1
63726	63726	2
63727	63727	2
63728	63728	1
63729	63729	2
63730	63730	2
63731	63731	2
63732	63732	2
63733	63733	1
63734	63734	1
63735	63735	2
63736	63736	2
63737	63737	2
63738	63738	2
63739	63739	2
63740	63740	1
63741	63741	1
63742	63742	2
63743	63743	2
63744	63744	1
63745	63745	1
63746	63746	2
63747	63747	2
63748	63748	2
63749	63749	2
63750	63750	1
63751	63751	2
63752	63752	2
63753	63753	2
63754	63754	2
63755	63755	2
63756	63756	2
63757	63757	1
63758	63758	2
63759	63759	1
63760	63760	2
63761	63761	2
63762	63762	1
63763	63763	2
63764	63764	2
63765	63765	2
63766	63766	2
63767	63767	2
63768	63768	2
63769	63769	2
63770	63770	2
63771	63771	2
63772	63772	2
63773	63773	2
63774	63774	2
63775	63775	1
63776	63776	1
63777	63777	1
63778	63778	1
63779	63779	2
63780	63780	2
63781	63781	1
63782	63782	2
63783	63783	1
63784	63784	1
63785	63785	1
63786	63786	0
63787	63787	2
63788	63788	2
63789	63789	2
63790	63790	2
63791	63791	2
63792	63792	1
63793	63793	2
63794	63794	1
63795	63795	2
63796	63796	1
63797	63797	2
63798	63798	2
63799	63799	1
63800	63800	2
63801	63801	1
63802	63802	1
63803	63803	2
63804	63804	2
63805	63805	2
63806	63806	2
63807	63807	1
63808	63808	2
63809	63809	1
63810	63810	1
63811	63811	1
63812	63812	2
63813	63813	1
63814	63814	2
63815	63815	2
63816	63816	2
63817	63817	2
63818	63818	1
63819	63819	1
63820	63820	1
63821	63821	1
63822	63822	1
63823	63823	1
63824	63824	2
63825	63825	1
63826	63826	1
63827	63827	2
63828	63828	1
63829	63829	2
63830	63830	2
63831	63831	1
63832	63832	1
63833	63833	2
63834	63834	2
63835	63835	0
63836	63836	2
63837	63837	2
63838	63838	1
63839	63839	2
63840	63840	2
63841	63841	1
63842	63842	2
63843	63843	1
63844	63844	1
63845	63845	2
63846	63846	2
63847	63847	1
63848	63848	1
63849	63849	1
63850	63850	1
63851	63851	2
63852	63852	2
63853	63853	1
63854	63854	2
63855	63855	1
63856	63856	1
63857	63857	2
63858	63858	2
63859	63859	1
63860	63860	1
63861	63861	2
63862	63862	2
63863	63863	1
63864	63864	2
63865	63865	2
63866	63866	1
63867	63867	2
63868	63868	2
63869	63869	1
63870	63870	1
63871	63871	2
63872	63872	1
63873	63873	2
63874	63874	1
63875	63875	2
63876	63876	1
63877	63877	1
63878	63878	2
63879	63879	2
63880	63880	1
63881	63881	2
63882	63882	1
63883	63883	2
63884	63884	2
63885	63885	2
63886	63886	2
63887	63887	1
63888	63888	1
63889	63889	2
63890	63890	1
63891	63891	2
63892	63892	1
63893	63893	2
63894	63894	1
63895	63895	1
63896	63896	2
63897	63897	0
63898	63898	2
63899	63899	1
63900	63900	1
63901	63901	2
63902	63902	2
63903	63903	2
63904	63904	1
63905	63905	2
63906	63906	1
63907	63907	2
63908	63908	2
63909	63909	2
63910	63910	2
63911	63911	1
63912	63912	2
63913	63913	1
63914	63914	1
63915	63915	2
63916	63916	1
63917	63917	1
63918	63918	2
63919	63919	2
63920	63920	2
63921	63921	2
63922	63922	2
63923	63923	1
63924	63924	1
63925	63925	2
63926	63926	1
63927	63927	1
63928	63928	2
63929	63929	2
63930	63930	2
63931	63931	1
63932	63932	2
63933	63933	1
63934	63934	1
63935	63935	2
63936	63936	2
63937	63937	1
63938	63938	2
63939	63939	1
63940	63940	2
63941	63941	2
63942	63942	1
63943	63943	1
63944	63944	1
63945	63945	1
63946	63946	0
63947	63947	2
63948	63948	2
63949	63949	1
63950	63950	1
63951	63951	1
63952	63952	2
63953	63953	1
63954	63954	2
63955	63955	2
63956	63956	2
63957	63957	2
63958	63958	2
63959	63959	1
63960	63960	1
63961	63961	2
63962	63962	2
63963	63963	2
63964	63964	0
63965	63965	1
63966	63966	1
63967	63967	2
63968	63968	1
63969	63969	2
63970	63970	2
63971	63971	2
63972	63972	2
63973	63973	2
63974	63974	1
63975	63975	1
63976	63976	1
63977	63977	1
63978	63978	1
63979	63979	1
63980	63980	1
63981	63981	2
63982	63982	1
63983	63983	1
63984	63984	2
63985	63985	1
63986	63986	2
63987	63987	1
63988	63988	1
63989	63989	1
63990	63990	1
63991	63991	2
63992	63992	2
63993	63993	2
63994	63994	1
63995	63995	1
63996	63996	2
63997	63997	1
63998	63998	1
63999	63999	2
64000	64000	1
64001	64001	2
64002	64002	2
64003	64003	1
64004	64004	1
64005	64005	1
64006	64006	2
64007	64007	2
64008	64008	2
64009	64009	2
64010	64010	2
64011	64011	1
64012	64012	2
64013	64013	1
64014	64014	1
64015	64015	1
64016	64016	1
64017	64017	1
64018	64018	1
64019	64019	0
64020	64020	1
64021	64021	2
64022	64022	1
64023	64023	2
64024	64024	2
64025	64025	2
64026	64026	1
64027	64027	2
64028	64028	2
64029	64029	2
64030	64030	2
64031	64031	2
64032	64032	1
64033	64033	1
64034	64034	2
64035	64035	1
64036	64036	2
64037	64037	2
64038	64038	2
64039	64039	1
64040	64040	1
64041	64041	2
64042	64042	1
64043	64043	2
64044	64044	2
64045	64045	2
64046	64046	1
64047	64047	2
64048	64048	1
64049	64049	1
64050	64050	2
64051	64051	2
64052	64052	2
64053	64053	1
64054	64054	2
64055	64055	2
64056	64056	2
64057	64057	1
64058	64058	1
64059	64059	1
64060	64060	2
64061	64061	2
64062	64062	2
64063	64063	1
64064	64064	1
64065	64065	2
64066	64066	1
64067	64067	1
64068	64068	1
64069	64069	1
64070	64070	2
64071	64071	2
64072	64072	1
64073	64073	2
64074	64074	1
64075	64075	1
64076	64076	2
64077	64077	1
64078	64078	1
64079	64079	2
64080	64080	1
64081	64081	1
64082	64082	1
64083	64083	1
64084	64084	2
64085	64085	1
64086	64086	2
64087	64087	1
64088	64088	2
64089	64089	2
64090	64090	1
64091	64091	1
64092	64092	2
64093	64093	1
64094	64094	1
64095	64095	0
64096	64096	2
64097	64097	1
64098	64098	2
64099	64099	2
64100	64100	2
64101	64101	1
64102	64102	2
64103	64103	2
64104	64104	1
64105	64105	2
64106	64106	1
64107	64107	1
64108	64108	1
64109	64109	1
64110	64110	1
64111	64111	2
64112	64112	1
64113	64113	2
64114	64114	1
64115	64115	1
64116	64116	1
64117	64117	1
64118	64118	1
64119	64119	1
64120	64120	1
64121	64121	2
64122	64122	1
64123	64123	1
64124	64124	2
64125	64125	1
64126	64126	1
64127	64127	1
64128	64128	1
64129	64129	1
64130	64130	1
64131	64131	1
64132	64132	0
64133	64133	1
64134	64134	1
64135	64135	2
64136	64136	1
64137	64137	1
64138	64138	1
64139	64139	1
64140	64140	1
64141	64141	1
64142	64142	2
64143	64143	2
64144	64144	1
64145	64145	1
64146	64146	1
64147	64147	2
64148	64148	1
64149	64149	2
64150	64150	1
64151	64151	2
64152	64152	2
64153	64153	1
64154	64154	1
64155	64155	1
64156	64156	2
64157	64157	2
64158	64158	2
64159	64159	1
64160	64160	2
64161	64161	1
64162	64162	1
64163	64163	2
64164	64164	1
64165	64165	1
64166	64166	1
64167	64167	1
64168	64168	1
64169	64169	2
64170	64170	1
64171	64171	2
64172	64172	1
64173	64173	1
64174	64174	2
64175	64175	2
64176	64176	1
64177	64177	1
64178	64178	1
64179	64179	1
64180	64180	1
64181	64181	2
64182	64182	1
64183	64183	1
64184	64184	2
64185	64185	1
64186	64186	0
64187	64187	2
64188	64188	1
64189	64189	1
64190	64190	1
64191	64191	1
64192	64192	2
64193	64193	2
64194	64194	1
64195	64195	1
64196	64196	1
64197	64197	1
64198	64198	1
64199	64199	1
64200	64200	2
64201	64201	2
64202	64202	1
64203	64203	1
64204	64204	1
64205	64205	1
64206	64206	1
64207	64207	2
64208	64208	1
64209	64209	1
64210	64210	0
64211	64211	2
64212	64212	1
64213	64213	1
64214	64214	1
64215	64215	1
64216	64216	1
64217	64217	1
64218	64218	1
64219	64219	1
64220	64220	1
64221	64221	1
64222	64222	2
64223	64223	2
64224	64224	1
64225	64225	1
64226	64226	1
64227	64227	1
64228	64228	1
64229	64229	1
64230	64230	1
64231	64231	1
64232	64232	1
64233	64233	1
64234	64234	1
64235	64235	1
64236	64236	1
64237	64237	1
64238	64238	1
64239	64239	1
64240	64240	2
64241	64241	1
64242	64242	1
64243	64243	1
64244	64244	1
64245	64245	1
64246	64246	1
64247	64247	2
64248	64248	1
64249	64249	1
64250	64250	1
64251	64251	1
64252	64252	1
64253	64253	1
64254	64254	2
64255	64255	1
64256	64256	1
64257	64257	1
64258	64258	1
64259	64259	1
64260	64260	1
64261	64261	2
64262	64262	2
64263	64263	2
64264	64264	1
64265	64265	1
64266	64266	1
64267	64267	1
64268	64268	2
64269	64269	1
64270	64270	1
64271	64271	0
64272	64272	1
64273	64273	1
64274	64274	1
64275	64275	1
64276	64276	2
64277	64277	1
64278	64278	1
64279	64279	2
64280	64280	1
64281	64281	1
64282	64282	1
64283	64283	1
64284	64284	2
64285	64285	2
64286	64286	1
64287	64287	1
64288	64288	1
64289	64289	2
64290	64290	1
64291	64291	1
64292	64292	1
64293	64293	1
64294	64294	2
64295	64295	1
64296	64296	1
64297	64297	0
64298	64298	2
64299	64299	1
64300	64300	2
64301	64301	1
64302	64302	1
64303	64303	2
64304	64304	1
64305	64305	2
64306	64306	1
64307	64307	2
64308	64308	2
64309	64309	2
64310	64310	2
64311	64311	1
64312	64312	2
64313	64313	1
64314	64314	1
64315	64315	2
64316	64316	1
64317	64317	1
64318	64318	1
64319	64319	1
64320	64320	1
64321	64321	2
64322	64322	2
64323	64323	1
64324	64324	2
64325	64325	1
64326	64326	2
64327	64327	1
64328	64328	1
64329	64329	1
64330	64330	2
64331	64331	1
64332	64332	1
64333	64333	2
64334	64334	1
64335	64335	2
64336	64336	2
64337	64337	2
64338	64338	2
64339	64339	2
64340	64340	1
64341	64341	2
64342	64342	1
64343	64343	0
64344	64344	2
64345	64345	2
64346	64346	1
64347	64347	1
64348	64348	2
64349	64349	2
64350	64350	2
64351	64351	1
64352	64352	2
64353	64353	2
64354	64354	2
64355	64355	1
64356	64356	2
64357	64357	2
64358	64358	2
64359	64359	1
64360	64360	1
64361	64361	1
64362	64362	1
64363	64363	2
64364	64364	1
64365	64365	1
64366	64366	2
64367	64367	1
64368	64368	1
64369	64369	1
64370	64370	2
64371	64371	1
64372	64372	1
64373	64373	2
64374	64374	2
64375	64375	2
64376	64376	2
64377	64377	2
64378	64378	2
64379	64379	2
64380	64380	1
64381	64381	2
64382	64382	2
64383	64383	1
64384	64384	1
64385	64385	1
64386	64386	1
64387	64387	1
64388	64388	1
64389	64389	1
64390	64390	1
64391	64391	2
64392	64392	1
64393	64393	1
64394	64394	2
64395	64395	1
64396	64396	2
64397	64397	1
64398	64398	2
64399	64399	2
64400	64400	2
64401	64401	1
64402	64402	2
64403	64403	2
64404	64404	2
64405	64405	2
64406	64406	2
64407	64407	1
64408	64408	2
64409	64409	2
64410	64410	2
64411	64411	1
64412	64412	1
64413	64413	1
64414	64414	1
64415	64415	0
64416	64416	2
64417	64417	1
64418	64418	1
64419	64419	2
64420	64420	2
64421	64421	1
64422	64422	2
64423	64423	2
64424	64424	2
64425	64425	1
64426	64426	1
64427	64427	2
64428	64428	2
64429	64429	2
64430	64430	2
64431	64431	2
64432	64432	2
64433	64433	2
64434	64434	2
64435	64435	2
64436	64436	2
64437	64437	1
64438	64438	1
64439	64439	1
64440	64440	2
64441	64441	2
64442	64442	2
64443	64443	2
64444	64444	1
64445	64445	1
64446	64446	2
64447	64447	1
64448	64448	1
64449	64449	2
64450	64450	2
64451	64451	2
64452	64452	2
64453	64453	2
64454	64454	2
64455	64455	2
64456	64456	2
64457	64457	1
64458	64458	1
64459	64459	1
64460	64460	2
64461	64461	2
64462	64462	2
64463	64463	1
64464	64464	2
64465	64465	1
64466	64466	2
64467	64467	2
64468	64468	0
64469	64469	2
64470	64470	2
64471	64471	2
64472	64472	2
64473	64473	1
64474	64474	1
64475	64475	1
64476	64476	2
64477	64477	2
64478	64478	2
64479	64479	1
64480	64480	2
64481	64481	2
64482	64482	2
64483	64483	2
64484	64484	2
64485	64485	2
64486	64486	2
64487	64487	1
64488	64488	2
64489	64489	2
64490	64490	2
64491	64491	1
64492	64492	1
64493	64493	1
64494	64494	2
64495	64495	2
64496	64496	1
64497	64497	2
64498	64498	1
64499	64499	2
64500	64500	1
64501	64501	2
64502	64502	1
64503	64503	1
64504	64504	1
64505	64505	1
64506	64506	2
64507	64507	2
64508	64508	1
64509	64509	2
64510	64510	1
64511	64511	2
64512	64512	2
64513	64513	1
64514	64514	1
64515	64515	2
64516	64516	2
64517	64517	1
64518	64518	1
64519	64519	1
64520	64520	2
64521	64521	2
64522	64522	1
64523	64523	1
64524	64524	1
64525	64525	1
64526	64526	1
64527	64527	1
64528	64528	1
64529	64529	0
64530	64530	2
64531	64531	1
64532	64532	2
64533	64533	2
64534	64534	1
64535	64535	2
64536	64536	2
64537	64537	2
64538	64538	1
64539	64539	2
64540	64540	1
64541	64541	1
64542	64542	2
64543	64543	1
64544	64544	2
64545	64545	2
64546	64546	1
64547	64547	2
64548	64548	1
64549	64549	1
64550	64550	0
64551	64551	1
64552	64552	2
64553	64553	2
64554	64554	2
64555	64555	2
64556	64556	2
64557	64557	1
64558	64558	2
64559	64559	2
64560	64560	2
64561	64561	2
64562	64562	2
64563	64563	1
64564	64564	2
64565	64565	2
64566	64566	1
64567	64567	1
64568	64568	2
64569	64569	2
64570	64570	1
64571	64571	1
64572	64572	2
64573	64573	2
64574	64574	2
64575	64575	2
64576	64576	1
64577	64577	2
64578	64578	1
64579	64579	2
64580	64580	1
64581	64581	2
64582	64582	1
64583	64583	1
64584	64584	2
64585	64585	2
64586	64586	2
64587	64587	2
64588	64588	1
64589	64589	2
64590	64590	0
64591	64591	1
64592	64592	2
64593	64593	1
64594	64594	2
64595	64595	2
64596	64596	1
64597	64597	1
64598	64598	2
64599	64599	2
64600	64600	2
64601	64601	2
64602	64602	1
64603	64603	2
64604	64604	1
64605	64605	2
64606	64606	1
64607	64607	2
64608	64608	2
64609	64609	2
64610	64610	2
64611	64611	1
64612	64612	1
64613	64613	2
64614	64614	2
64615	64615	2
64616	64616	2
64617	64617	2
64618	64618	2
64619	64619	1
64620	64620	2
64621	64621	1
64622	64622	1
64623	64623	2
64624	64624	2
64625	64625	2
64626	64626	2
64627	64627	1
64628	64628	2
64629	64629	1
64630	64630	2
64631	64631	2
64632	64632	2
64633	64633	2
64634	64634	2
64635	64635	0
64636	64636	1
64637	64637	1
64638	64638	2
64639	64639	2
64640	64640	1
64641	64641	2
64642	64642	1
64643	64643	1
64644	64644	2
64645	64645	1
64646	64646	2
64647	64647	1
64648	64648	2
64649	64649	1
64650	64650	2
64651	64651	2
64652	64652	1
64653	64653	2
64654	64654	2
64655	64655	2
64656	64656	2
64657	64657	2
64658	64658	2
64659	64659	2
64660	64660	2
64661	64661	1
64662	64662	1
64663	64663	1
64664	64664	2
64665	64665	2
64666	64666	1
64667	64667	2
64668	64668	1
64669	64669	1
64670	64670	1
64671	64671	1
64672	64672	2
64673	64673	1
64674	64674	2
64675	64675	1
64676	64676	1
64677	64677	1
64678	64678	1
64679	64679	2
64680	64680	2
64681	64681	2
64682	64682	1
64683	64683	2
64684	64684	1
64685	64685	1
64686	64686	2
64687	64687	1
64688	64688	1
64689	64689	1
64690	64690	2
64691	64691	1
64692	64692	1
64693	64693	1
64694	64694	1
64695	64695	2
64696	64696	1
64697	64697	1
64698	64698	2
64699	64699	2
64700	64700	1
64701	64701	0
64702	64702	2
64703	64703	1
64704	64704	2
64705	64705	2
64706	64706	1
64707	64707	1
64708	64708	2
64709	64709	2
64710	64710	2
64711	64711	2
64712	64712	2
64713	64713	1
64714	64714	2
64715	64715	1
64716	64716	2
64717	64717	2
64718	64718	1
64719	64719	0
64720	64720	1
64721	64721	2
64722	64722	1
64723	64723	1
64724	64724	2
64725	64725	1
64726	64726	1
64727	64727	1
64728	64728	1
64729	64729	2
64730	64730	1
64731	64731	2
64732	64732	1
64733	64733	2
64734	64734	2
64735	64735	2
64736	64736	0
64737	64737	2
64738	64738	2
64739	64739	2
64740	64740	1
64741	64741	1
64742	64742	2
64743	64743	1
64744	64744	2
64745	64745	2
64746	64746	1
64747	64747	1
64748	64748	2
64749	64749	1
64750	64750	1
64751	64751	2
64752	64752	2
64753	64753	2
64754	64754	1
64755	64755	1
64756	64756	1
64757	64757	2
64758	64758	1
64759	64759	1
64760	64760	2
64761	64761	2
64762	64762	1
64763	64763	1
64764	64764	1
64765	64765	1
64766	64766	1
64767	64767	2
64768	64768	1
64769	64769	1
64770	64770	2
64771	64771	1
64772	64772	1
64773	64773	1
64774	64774	1
64775	64775	2
64776	64776	1
64777	64777	1
64778	64778	2
64779	64779	2
64780	64780	1
64781	64781	1
64782	64782	1
64783	64783	2
64784	64784	2
64785	64785	1
64786	64786	2
64787	64787	1
64788	64788	2
64789	64789	1
64790	64790	2
64791	64791	2
64792	64792	0
64793	64793	1
64794	64794	1
64795	64795	1
64796	64796	1
64797	64797	1
64798	64798	1
64799	64799	1
64800	64800	2
64801	64801	1
64802	64802	1
64803	64803	1
64804	64804	2
64805	64805	2
64806	64806	2
64807	64807	1
64808	64808	2
64809	64809	2
64810	64810	1
64811	64811	2
64812	64812	1
64813	64813	1
64814	64814	2
64815	64815	2
64816	64816	1
64817	64817	1
64818	64818	2
64819	64819	1
64820	64820	1
64821	64821	1
64822	64822	2
64823	64823	1
64824	64824	1
64825	64825	1
64826	64826	2
64827	64827	1
64828	64828	2
64829	64829	1
64830	64830	1
64831	64831	0
64832	64832	2
64833	64833	2
64834	64834	1
64835	64835	2
64836	64836	2
64837	64837	2
64838	64838	2
64839	64839	2
64840	64840	1
64841	64841	2
64842	64842	1
64843	64843	2
64844	64844	2
64845	64845	2
64846	64846	2
64847	64847	1
64848	64848	1
64849	64849	2
64850	64850	1
64851	64851	2
64852	64852	1
64853	64853	2
64854	64854	2
64855	64855	2
64856	64856	2
64857	64857	2
64858	64858	2
64859	64859	1
64860	64860	1
64861	64861	1
64862	64862	1
64863	64863	2
64864	64864	2
64865	64865	1
64866	64866	1
64867	64867	1
64868	64868	2
64869	64869	2
64870	64870	1
64871	64871	2
64872	64872	1
64873	64873	1
64874	64874	1
64875	64875	1
64876	64876	2
64877	64877	1
64878	64878	2
64879	64879	1
64880	64880	1
64881	64881	0
64882	64882	1
64883	64883	1
64884	64884	2
64885	64885	1
64886	64886	1
64887	64887	1
64888	64888	2
64889	64889	1
64890	64890	1
64891	64891	1
64892	64892	2
64893	64893	1
64894	64894	2
64895	64895	1
64896	64896	1
64897	64897	1
64898	64898	2
64899	64899	2
64900	64900	1
64901	64901	2
64902	64902	1
64903	64903	2
64904	64904	1
64905	64905	1
64906	64906	2
64907	64907	1
64908	64908	1
64909	64909	1
64910	64910	1
64911	64911	2
64912	64912	1
64913	64913	2
64914	64914	2
64915	64915	2
64916	64916	2
64917	64917	2
64918	64918	2
64919	64919	2
64920	64920	2
64921	64921	2
64922	64922	2
64923	64923	2
64924	64924	2
64925	64925	1
64926	64926	1
64927	64927	2
64928	64928	1
64929	64929	2
64930	64930	2
64931	64931	1
64932	64932	2
64933	64933	2
64934	64934	1
64935	64935	2
64936	64936	2
64937	64937	1
64938	64938	1
64939	64939	1
64940	64940	1
64941	64941	1
64942	64942	1
64943	64943	2
64944	64944	2
64945	64945	1
64946	64946	1
64947	64947	1
64948	64948	1
64949	64949	2
64950	64950	2
64951	64951	1
64952	64952	2
64953	64953	1
64954	64954	2
64955	64955	1
64956	64956	0
64957	64957	2
64958	64958	2
64959	64959	1
64960	64960	2
64961	64961	2
64962	64962	1
64963	64963	2
64964	64964	1
64965	64965	1
64966	64966	1
64967	64967	1
64968	64968	1
64969	64969	2
64970	64970	1
64971	64971	1
64972	64972	1
64973	64973	0
64974	64974	1
64975	64975	2
64976	64976	1
64977	64977	2
64978	64978	2
64979	64979	1
64980	64980	2
64981	64981	2
64982	64982	2
64983	64983	1
64984	64984	1
64985	64985	1
64986	64986	2
64987	64987	2
64988	64988	1
64989	64989	2
64990	64990	2
64991	64991	2
64992	64992	1
64993	64993	1
64994	64994	1
64995	64995	2
64996	64996	2
64997	64997	2
64998	64998	2
64999	64999	1
65000	65000	2
65001	65001	2
65002	65002	2
65003	65003	0
65004	65004	2
65005	65005	2
65006	65006	2
65007	65007	1
65008	65008	2
65009	65009	1
65010	65010	1
65011	65011	2
65012	65012	1
65013	65013	1
65014	65014	2
65015	65015	2
65016	65016	1
65017	65017	2
65018	65018	2
65019	65019	2
65020	65020	2
65021	65021	2
65022	65022	2
65023	65023	2
65024	65024	2
65025	65025	2
65026	65026	1
65027	65027	2
65028	65028	2
65029	65029	1
65030	65030	1
65031	65031	1
65032	65032	1
65033	65033	1
65034	65034	1
65035	65035	2
65036	65036	1
65037	65037	2
65038	65038	1
65039	65039	1
65040	65040	2
65041	65041	2
65042	65042	2
65043	65043	2
65044	65044	1
65045	65045	0
65046	65046	2
65047	65047	1
65048	65048	2
65049	65049	2
65050	65050	2
65051	65051	1
65052	65052	1
65053	65053	1
65054	65054	1
65055	65055	1
65056	65056	1
65057	65057	1
65058	65058	1
65059	65059	1
65060	65060	1
65061	65061	2
65062	65062	0
65063	65063	2
65064	65064	1
65065	65065	2
65066	65066	1
65067	65067	2
65068	65068	2
65069	65069	2
65070	65070	1
65071	65071	1
65072	65072	2
65073	65073	2
65074	65074	2
65075	65075	2
65076	65076	1
65077	65077	1
65078	65078	1
65079	65079	1
65080	65080	2
65081	65081	2
65082	65082	1
65083	65083	2
65084	65084	2
65085	65085	1
65086	65086	1
65087	65087	1
65088	65088	1
65089	65089	2
65090	65090	1
65091	65091	2
65092	65092	2
65093	65093	2
65094	65094	2
65095	65095	1
65096	65096	1
65097	65097	1
65098	65098	1
65099	65099	2
65100	65100	2
65101	65101	1
65102	65102	1
65103	65103	2
65104	65104	1
65105	65105	2
65106	65106	1
65107	65107	1
65108	65108	2
65109	65109	2
65110	65110	2
65111	65111	2
65112	65112	2
65113	65113	1
65114	65114	0
65115	65115	2
65116	65116	1
65117	65117	1
65118	65118	2
65119	65119	2
65120	65120	2
65121	65121	1
65122	65122	1
65123	65123	1
65124	65124	2
65125	65125	2
65126	65126	2
65127	65127	2
65128	65128	2
65129	65129	2
65130	65130	2
65131	65131	2
65132	65132	1
65133	65133	1
65134	65134	2
65135	65135	1
65136	65136	1
65137	65137	1
65138	65138	1
65139	65139	1
65140	65140	2
65141	65141	2
65142	65142	2
65143	65143	2
65144	65144	1
65145	65145	1
65146	65146	1
65147	65147	1
65148	65148	1
65149	65149	1
65150	65150	1
65151	65151	1
65152	65152	2
65153	65153	2
65154	65154	1
65155	65155	2
65156	65156	1
65157	65157	2
65158	65158	2
65159	65159	1
65160	65160	0
65161	65161	1
65162	65162	2
65163	65163	1
65164	65164	2
65165	65165	1
65166	65166	1
65167	65167	1
65168	65168	2
65169	65169	1
65170	65170	2
65171	65171	2
65172	65172	1
65173	65173	2
65174	65174	2
65175	65175	1
65176	65176	1
65177	65177	1
65178	65178	2
65179	65179	2
65180	65180	2
65181	65181	2
65182	65182	1
65183	65183	2
65184	65184	2
65185	65185	1
65186	65186	1
65187	65187	1
65188	65188	2
65189	65189	2
65190	65190	2
65191	65191	2
65192	65192	1
65193	65193	2
65194	65194	1
65195	65195	1
65196	65196	2
65197	65197	2
65198	65198	2
65199	65199	1
65200	65200	2
65201	65201	2
65202	65202	1
65203	65203	1
65204	65204	2
65205	65205	2
65206	65206	1
65207	65207	1
65208	65208	2
65209	65209	2
65210	65210	2
65211	65211	1
65212	65212	2
65213	65213	1
65214	65214	1
65215	65215	2
65216	65216	1
65217	65217	1
65218	65218	2
65219	65219	1
65220	65220	1
65221	65221	1
65222	65222	2
65223	65223	2
65224	65224	0
65225	65225	2
65226	65226	1
65227	65227	2
65228	65228	1
65229	65229	1
65230	65230	1
65231	65231	2
65232	65232	2
65233	65233	2
65234	65234	2
65235	65235	2
65236	65236	1
65237	65237	1
65238	65238	2
65239	65239	2
65240	65240	2
65241	65241	1
65242	65242	1
65243	65243	1
65244	65244	2
65245	65245	1
65246	65246	1
65247	65247	1
65248	65248	2
65249	65249	2
65250	65250	1
65251	65251	2
65252	65252	2
65253	65253	2
65254	65254	2
65255	65255	1
