2ID	IID	sex
61760	61760	2
61761	61761	2
61762	61762	2
61763	61763	2
61764	61764	2
61765	61765	2
61766	61766	1
61767	61767	2
61768	61768	2
61769	61769	1
61770	61770	1
61771	61771	2
61772	61772	1
61773	61773	2
61774	61774	2
61775	61775	1
61776	61776	2
61777	61777	2
61778	61778	1
61779	61779	1
61780	61780	2
61781	61781	1
61782	61782	1
61783	61783	1
61784	61784	2
61785	61785	1
61786	61786	2
61787	61787	1
61788	61788	2
61789	61789	1
61790	61790	1
61791	61791	1
61792	61792	1
61793	61793	1
61794	61794	2
61795	61795	2
61796	61796	2
61797	61797	2
61798	61798	2
61799	61799	2
61800	61800	2
61801	61801	2
61802	61802	2
61803	61803	1
61804	61804	2
61805	61805	1
61806	61806	2
61807	61807	2
61808	61808	2
61809	61809	2
61810	61810	1
61811	61811	1
61812	61812	2
61813	61813	2
61814	61814	2
61815	61815	2
61816	61816	1
61817	61817	1
61818	61818	2
61819	61819	1
61820	61820	1
61821	61821	2
61822	61822	2
61823	61823	2
61824	61824	2
61825	61825	0
61826	61826	1
61827	61827	1
61828	61828	2
61829	61829	2
61830	61830	1
61831	61831	2
61832	61832	2
61833	61833	2
61834	61834	2
61835	61835	1
61836	61836	2
61837	61837	2
61838	61838	1
61839	61839	2
61840	61840	1
61841	61841	2
61842	61842	2
61843	61843	2
61844	61844	2
61845	61845	2
61846	61846	1
61847	61847	1
61848	61848	2
61849	61849	2
61850	61850	1
61851	61851	2
61852	61852	1
61853	61853	1
61854	61854	2
61855	61855	2
61856	61856	2
61857	61857	1
61858	61858	2
61859	61859	1
61860	61860	2
61861	61861	2
61862	61862	2
61863	61863	2
61864	61864	2
61865	61865	2
61866	61866	2
61867	61867	2
61868	61868	2
61869	61869	2
61870	61870	2
61871	61871	1
61872	61872	1
61873	61873	1
61874	61874	2
61875	61875	2
61876	61876	1
61877	61877	0
61878	61878	1
61879	61879	1
61880	61880	2
61881	61881	2
61882	61882	2
61883	61883	2
61884	61884	2
61885	61885	1
61886	61886	2
61887	61887	2
61888	61888	1
61889	61889	0
61890	61890	2
61891	61891	1
61892	61892	2
61893	61893	1
61894	61894	1
61895	61895	1
61896	61896	2
61897	61897	1
61898	61898	1
61899	61899	1
61900	61900	2
61901	61901	1
61902	61902	1
61903	61903	2
61904	61904	1
61905	61905	2
61906	61906	1
61907	61907	1
61908	61908	2
61909	61909	2
61910	61910	0
61911	61911	0
61912	61912	2
61913	61913	1
61914	61914	2
61915	61915	1
61916	61916	1
61917	61917	1
61918	61918	2
61919	61919	1
61920	61920	1
61921	61921	1
61922	61922	2
61923	61923	1
61924	61924	1
61925	61925	2
61926	61926	2
61927	61927	2
61928	61928	1
61929	61929	2
61930	61930	1
61931	61931	2
61932	61932	2
61933	61933	2
61934	61934	2
61935	61935	1
61936	61936	1
61937	61937	1
61938	61938	1
61939	61939	2
61940	61940	1
61941	61941	1
61942	61942	2
61943	61943	0
61944	61944	1
61945	61945	1
61946	61946	0
61947	61947	1
61948	61948	1
61949	61949	2
61950	61950	1
61951	61951	2
61952	61952	2
61953	61953	2
61954	61954	2
61955	61955	2
61956	61956	1
61957	61957	1
61958	61958	2
61959	61959	2
61960	61960	1
61961	61961	1
61962	61962	2
61963	61963	2
61964	61964	2
61965	61965	1
61966	61966	2
61967	61967	2
61968	61968	2
61969	61969	2
61970	61970	1
61971	61971	2
61972	61972	2
61973	61973	1
61974	61974	2
61975	61975	1
61976	61976	1
61977	61977	0
61978	61978	2
61979	61979	2
61980	61980	1
61981	61981	0
61982	61982	2
61983	61983	2
61984	61984	1
61985	61985	2
61986	61986	2
61987	61987	1
61988	61988	2
61989	61989	2
61990	61990	1
61991	61991	1
61992	61992	1
61993	61993	2
61994	61994	1
61995	61995	1
61996	61996	2
61997	61997	1
61998	61998	2
61999	61999	2
62000	62000	1
62001	62001	2
62002	62002	2
62003	62003	1
62004	62004	1
62005	62005	2
62006	62006	2
62007	62007	1
62008	62008	1
62009	62009	2
62010	62010	1
62011	62011	2
62012	62012	1
62013	62013	2
62014	62014	1
62015	62015	1
62016	62016	1
62017	62017	2
62018	62018	1
62019	62019	2
62020	62020	2
62021	62021	2
62022	62022	1
62023	62023	1
62024	62024	1
62025	62025	2
62026	62026	0
62027	62027	2
62028	62028	1
62029	62029	2
62030	62030	1
62031	62031	1
62032	62032	1
62033	62033	2
62034	62034	2
62035	62035	2
62036	62036	1
62037	62037	1
62038	62038	1
62039	62039	2
62040	62040	2
62041	62041	1
62042	62042	1
62043	62043	1
62044	62044	1
62045	62045	1
62046	62046	2
62047	62047	1
62048	62048	1
62049	62049	1
62050	62050	2
62051	62051	1
62052	62052	1
62053	62053	2
62054	62054	1
62055	62055	2
62056	62056	1
62057	62057	1
62058	62058	1
62059	62059	1
62060	62060	1
62061	62061	1
62062	62062	2
62063	62063	1
62064	62064	1
62065	62065	2
62066	62066	1
62067	62067	2
62068	62068	2
62069	62069	1
62070	62070	2
62071	62071	1
62072	62072	1
62073	62073	2
62074	62074	2
62075	62075	2
62076	62076	2
62077	62077	1
62078	62078	0
62079	62079	1
62080	62080	1
62081	62081	2
62082	62082	2
62083	62083	1
62084	62084	1
62085	62085	1
62086	62086	1
62087	62087	1
62088	62088	2
62089	62089	1
62090	62090	1
62091	62091	1
62092	62092	1
62093	62093	2
62094	62094	1
62095	62095	1
62096	62096	1
62097	62097	1
62098	62098	1
62099	62099	2
62100	62100	1
62101	62101	1
62102	62102	2
62103	62103	2
62104	62104	2
62105	62105	1
62106	62106	0
62107	62107	2
62108	62108	1
62109	62109	1
62110	62110	1
62111	62111	2
62112	62112	1
62113	62113	1
62114	62114	2
62115	62115	1
62116	62116	2
62117	62117	2
62118	62118	1
62119	62119	1
62120	62120	1
62121	62121	2
62122	62122	2
62123	62123	1
62124	62124	1
62125	62125	1
62126	62126	2
62127	62127	1
62128	62128	1
62129	62129	2
62130	62130	1
62131	62131	2
62132	62132	1
62133	62133	1
62134	62134	1
62135	62135	1
62136	62136	1
62137	62137	1
62138	62138	0
62139	62139	2
62140	62140	2
62141	62141	2
62142	62142	1
62143	62143	1
62144	62144	1
62145	62145	1
62146	62146	2
62147	62147	1
62148	62148	2
62149	62149	1
62150	62150	2
62151	62151	2
62152	62152	2
62153	62153	2
62154	62154	1
62155	62155	2
62156	62156	2
62157	62157	1
62158	62158	2
62159	62159	2
62160	62160	1
62161	62161	1
62162	62162	2
62163	62163	1
62164	62164	1
62165	62165	2
62166	62166	1
62167	62167	2
62168	62168	2
62169	62169	2
62170	62170	1
62171	62171	1
62172	62172	1
62173	62173	1
62174	62174	2
62175	62175	2
62176	62176	1
62177	62177	2
62178	62178	1
62179	62179	1
62180	62180	1
62181	62181	2
62182	62182	2
62183	62183	1
62184	62184	1
62185	62185	2
62186	62186	2
62187	62187	2
62188	62188	1
62189	62189	2
62190	62190	2
62191	62191	2
62192	62192	1
62193	62193	1
62194	62194	1
62195	62195	1
62196	62196	1
62197	62197	1
62198	62198	2
62199	62199	1
62200	62200	2
62201	62201	1
62202	62202	1
62203	62203	2
62204	62204	1
62205	62205	2
62206	62206	2
62207	62207	1
62208	62208	1
62209	62209	1
62210	62210	1
62211	62211	1
62212	62212	2
62213	62213	2
62214	62214	0
62215	62215	1
62216	62216	1
62217	62217	1
62218	62218	1
62219	62219	1
62220	62220	1
62221	62221	1
62222	62222	1
62223	62223	1
62224	62224	1
62225	62225	1
62226	62226	2
62227	62227	1
62228	62228	2
62229	62229	2
62230	62230	0
62231	62231	1
62232	62232	1
62233	62233	2
62234	62234	2
62235	62235	1
62236	62236	1
62237	62237	1
62238	62238	1
62239	62239	2
62240	62240	1
62241	62241	2
62242	62242	1
62243	62243	1
62244	62244	2
62245	62245	1
62246	62246	2
62247	62247	2
62248	62248	1
62249	62249	1
62250	62250	1
62251	62251	1
62252	62252	1
62253	62253	1
62254	62254	1
62255	62255	2
62256	62256	1
62257	62257	2
62258	62258	2
62259	62259	2
62260	62260	2
62261	62261	2
62262	62262	1
62263	62263	1
62264	62264	1
62265	62265	1
62266	62266	1
62267	62267	2
62268	62268	2
62269	62269	2
62270	62270	2
62271	62271	1
62272	62272	1
62273	62273	2
62274	62274	2
62275	62275	1
62276	62276	1
62277	62277	1
62278	62278	2
62279	62279	2
62280	62280	1
62281	62281	1
62282	62282	2
62283	62283	2
62284	62284	0
62285	62285	0
62286	62286	2
62287	62287	2
62288	62288	2
62289	62289	2
62290	62290	1
62291	62291	2
62292	62292	2
62293	62293	2
62294	62294	1
62295	62295	1
62296	62296	1
62297	62297	2
62298	62298	1
62299	62299	2
62300	62300	2
62301	62301	1
62302	62302	2
62303	62303	2
62304	62304	2
62305	62305	1
62306	62306	1
62307	62307	1
62308	62308	0
62309	62309	1
62310	62310	1
62311	62311	1
62312	62312	2
62313	62313	1
62314	62314	2
62315	62315	2
62316	62316	1
62317	62317	2
62318	62318	2
62319	62319	2
62320	62320	1
62321	62321	2
62322	62322	2
62323	62323	2
62324	62324	1
62325	62325	1
62326	62326	2
62327	62327	2
62328	62328	1
62329	62329	1
62330	62330	2
62331	62331	1
62332	62332	1
62333	62333	1
62334	62334	2
62335	62335	1
62336	62336	1
62337	62337	1
62338	62338	1
62339	62339	2
62340	62340	2
62341	62341	2
62342	62342	2
62343	62343	1
62344	62344	2
62345	62345	2
62346	62346	1
62347	62347	1
62348	62348	2
62349	62349	1
62350	62350	1
62351	62351	2
62352	62352	2
62353	62353	1
62354	62354	1
62355	62355	2
62356	62356	2
62357	62357	2
62358	62358	1
62359	62359	0
62360	62360	2
62361	62361	2
62362	62362	2
62363	62363	2
62364	62364	2
62365	62365	2
62366	62366	2
62367	62367	2
62368	62368	1
62369	62369	1
62370	62370	2
62371	62371	2
62372	62372	2
62373	62373	1
62374	62374	1
62375	62375	1
62376	62376	1
62377	62377	1
62378	62378	1
62379	62379	0
62380	62380	2
62381	62381	2
62382	62382	1
62383	62383	1
62384	62384	2
62385	62385	2
62386	62386	2
62387	62387	2
62388	62388	1
62389	62389	2
62390	62390	1
62391	62391	1
62392	62392	1
62393	62393	1
62394	62394	1
62395	62395	2
62396	62396	1
62397	62397	2
62398	62398	1
62399	62399	2
62400	62400	1
62401	62401	2
62402	62402	2
62403	62403	1
62404	62404	1
62405	62405	2
62406	62406	1
62407	62407	1
62408	62408	1
62409	62409	1
62410	62410	2
62411	62411	1
62412	62412	2
62413	62413	1
62414	62414	1
62415	62415	1
62416	62416	1
62417	62417	2
62418	62418	2
62419	62419	2
62420	62420	1
62421	62421	2
62422	62422	2
62423	62423	1
62424	62424	2
62425	62425	2
62426	62426	2
62427	62427	2
62428	62428	2
62429	62429	1
62430	62430	1
62431	62431	2
62432	62432	2
62433	62433	2
62434	62434	2
62435	62435	2
62436	62436	1
62437	62437	2
62438	62438	1
62439	62439	2
62440	62440	1
62441	62441	1
62442	62442	1
62443	62443	1
62444	62444	1
62445	62445	2
62446	62446	1
62447	62447	1
62448	62448	1
62449	62449	2
62450	62450	1
62451	62451	2
62452	62452	2
62453	62453	2
62454	62454	2
62455	62455	1
62456	62456	1
62457	62457	2
62458	62458	1
62459	62459	2
62460	62460	2
62461	62461	2
62462	62462	2
62463	62463	2
62464	62464	1
62465	62465	1
62466	62466	0
62467	62467	1
62468	62468	2
62469	62469	2
62470	62470	1
62471	62471	2
62472	62472	1
62473	62473	2
62474	62474	1
62475	62475	1
62476	62476	1
62477	62477	1
62478	62478	2
62479	62479	2
62480	62480	2
62481	62481	2
62482	62482	2
62483	62483	2
62484	62484	2
62485	62485	2
62486	62486	2
62487	62487	0
62488	62488	2
62489	62489	2
62490	62490	2
62491	62491	2
62492	62492	2
62493	62493	2
62494	62494	2
62495	62495	1
62496	62496	2
62497	62497	2
62498	62498	2
62499	62499	2
62500	62500	1
62501	62501	2
62502	62502	1
62503	62503	1
62504	62504	2
62505	62505	2
62506	62506	2
62507	62507	1
62508	62508	1
62509	62509	2
62510	62510	1
62511	62511	1
62512	62512	2
62513	62513	1
62514	62514	1
62515	62515	1
62516	62516	1
62517	62517	2
62518	62518	1
62519	62519	1
62520	62520	2
62521	62521	2
62522	62522	2
62523	62523	2
62524	62524	2
62525	62525	2
62526	62526	1
62527	62527	0
62528	62528	2
62529	62529	1
62530	62530	1
62531	62531	2
62532	62532	2
62533	62533	1
62534	62534	2
62535	62535	1
62536	62536	1
62537	62537	1
62538	62538	1
62539	62539	2
62540	62540	1
62541	62541	2
62542	62542	2
62543	62543	2
62544	62544	2
62545	62545	1
62546	62546	1
62547	62547	1
62548	62548	2
62549	62549	2
62550	62550	2
62551	62551	1
62552	62552	2
62553	62553	1
62554	62554	2
62555	62555	1
62556	62556	2
62557	62557	2
62558	62558	1
62559	62559	2
62560	62560	2
62561	62561	2
62562	62562	2
62563	62563	2
62564	62564	2
62565	62565	1
62566	62566	2
62567	62567	2
62568	62568	1
62569	62569	1
62570	62570	2
62571	62571	1
62572	62572	2
62573	62573	2
62574	62574	1
62575	62575	2
62576	62576	1
62577	62577	1
62578	62578	2
62579	62579	2
62580	62580	1
62581	62581	2
62582	62582	2
62583	62583	1
62584	62584	2
62585	62585	1
62586	62586	1
62587	62587	2
62588	62588	2
62589	62589	1
62590	62590	1
62591	62591	1
62592	62592	1
62593	62593	2
62594	62594	1
62595	62595	2
62596	62596	2
62597	62597	1
62598	62598	2
62599	62599	1
62600	62600	0
62601	62601	2
62602	62602	2
62603	62603	1
62604	62604	2
62605	62605	1
62606	62606	2
62607	62607	1
62608	62608	2
62609	62609	1
62610	62610	1
62611	62611	1
62612	62612	2
62613	62613	2
62614	62614	1
62615	62615	1
62616	62616	2
62617	62617	2
62618	62618	1
62619	62619	1
62620	62620	2
62621	62621	1
62622	62622	1
62623	62623	2
62624	62624	2
62625	62625	2
62626	62626	1
62627	62627	2
62628	62628	1
62629	62629	1
62630	62630	1
62631	62631	2
62632	62632	2
62633	62633	2
62634	62634	2
62635	62635	1
62636	62636	1
62637	62637	2
62638	62638	1
62639	62639	1
62640	62640	1
62641	62641	1
62642	62642	1
62643	62643	1
62644	62644	1
62645	62645	2
62646	62646	1
62647	62647	1
62648	62648	2
62649	62649	1
62650	62650	1
62651	62651	1
62652	62652	1
62653	62653	1
62654	62654	1
62655	62655	0
62656	62656	2
62657	62657	1
62658	62658	1
62659	62659	2
62660	62660	1
62661	62661	1
62662	62662	1
62663	62663	1
62664	62664	2
62665	62665	2
62666	62666	1
62667	62667	1
62668	62668	1
62669	62669	2
62670	62670	1
62671	62671	1
62672	62672	1
62673	62673	2
62674	62674	2
62675	62675	2
62676	62676	1
62677	62677	2
62678	62678	2
62679	62679	1
62680	62680	1
62681	62681	1
62682	62682	1
62683	62683	2
62684	62684	1
62685	62685	1
62686	62686	2
62687	62687	2
62688	62688	2
62689	62689	2
62690	62690	0
62691	62691	1
62692	62692	2
62693	62693	2
62694	62694	1
62695	62695	1
62696	62696	2
62697	62697	1
62698	62698	1
62699	62699	1
62700	62700	1
62701	62701	1
62702	62702	1
62703	62703	1
62704	62704	1
62705	62705	2
62706	62706	1
62707	62707	2
62708	62708	1
62709	62709	1
62710	62710	2
62711	62711	2
62712	62712	1
62713	62713	1
62714	62714	1
62715	62715	1
62716	62716	2
62717	62717	1
62718	62718	2
62719	62719	2
62720	62720	2
62721	62721	1
62722	62722	1
62723	62723	1
62724	62724	2
62725	62725	2
62726	62726	2
62727	62727	1
62728	62728	1
62729	62729	2
62730	62730	2
62731	62731	2
62732	62732	1
62733	62733	1
62734	62734	2
62735	62735	1
62736	62736	1
62737	62737	2
62738	62738	1
62739	62739	0
62740	62740	2
62741	62741	2
62742	62742	1
62743	62743	1
62744	62744	2
62745	62745	1
62746	62746	1
62747	62747	2
62748	62748	1
62749	62749	2
62750	62750	1
62751	62751	1
62752	62752	2
62753	62753	2
62754	62754	1
62755	62755	1
62756	62756	1
62757	62757	1
62758	62758	2
62759	62759	2
62760	62760	2
62761	62761	2
62762	62762	1
62763	62763	2
62764	62764	1
62765	62765	0
62766	62766	1
62767	62767	1
62768	62768	1
62769	62769	2
62770	62770	1
62771	62771	2
62772	62772	2
62773	62773	1
62774	62774	1
62775	62775	2
62776	62776	1
62777	62777	1
62778	62778	1
62779	62779	1
62780	62780	2
62781	62781	1
62782	62782	2
62783	62783	2
62784	62784	1
62785	62785	1
62786	62786	1
62787	62787	2
62788	62788	2
62789	62789	1
62790	62790	1
62791	62791	1
62792	62792	2
62793	62793	1
62794	62794	2
62795	62795	1
62796	62796	2
62797	62797	1
62798	62798	2
62799	62799	2
62800	62800	1
62801	62801	2
62802	62802	1
62803	62803	2
62804	62804	2
62805	62805	1
62806	62806	2
62807	62807	1
62808	62808	2
62809	62809	1
62810	62810	2
62811	62811	1
62812	62812	2
62813	62813	1
62814	62814	1
62815	62815	1
62816	62816	2
62817	62817	2
62818	62818	2
62819	62819	2
62820	62820	2
62821	62821	1
62822	62822	2
62823	62823	1
62824	62824	1
62825	62825	2
62826	62826	0
62827	62827	2
62828	62828	2
62829	62829	1
62830	62830	2
62831	62831	2
62832	62832	2
62833	62833	2
62834	62834	1
62835	62835	1
62836	62836	1
62837	62837	2
62838	62838	2
62839	62839	2
62840	62840	2
62841	62841	1
62842	62842	1
62843	62843	1
62844	62844	2
62845	62845	2
62846	62846	1
62847	62847	2
62848	62848	2
62849	62849	2
62850	62850	2
62851	62851	2
62852	62852	1
62853	62853	1
62854	62854	2
62855	62855	1
62856	62856	2
62857	62857	1
62858	62858	2
62859	62859	1
62860	62860	2
62861	62861	2
62862	62862	2
62863	62863	2
62864	62864	1
62865	62865	1
62866	62866	1
62867	62867	2
62868	62868	0
62869	62869	2
62870	62870	2
62871	62871	1
62872	62872	2
62873	62873	1
62874	62874	2
62875	62875	1
62876	62876	2
62877	62877	2
62878	62878	1
62879	62879	1
62880	62880	2
62881	62881	1
62882	62882	2
62883	62883	1
62884	62884	1
62885	62885	1
62886	62886	2
62887	62887	1
62888	62888	1
62889	62889	1
62890	62890	2
62891	62891	1
62892	62892	2
62893	62893	2
62894	62894	1
62895	62895	1
62896	62896	1
62897	62897	2
62898	62898	1
62899	62899	2
62900	62900	1
62901	62901	1
62902	62902	2
62903	62903	1
62904	62904	0
62905	62905	1
62906	62906	1
62907	62907	2
62908	62908	1
62909	62909	1
62910	62910	1
62911	62911	1
62912	62912	1
62913	62913	1
62914	62914	2
62915	62915	1
62916	62916	1
62917	62917	2
62918	62918	2
62919	62919	1
62920	62920	1
62921	62921	2
62922	62922	2
62923	62923	2
62924	62924	1
62925	62925	2
62926	62926	2
62927	62927	1
62928	62928	1
62929	62929	1
62930	62930	1
62931	62931	1
62932	62932	2
62933	62933	1
62934	62934	2
62935	62935	2
62936	62936	2
62937	62937	2
62938	62938	2
62939	62939	2
62940	62940	1
62941	62941	1
62942	62942	1
62943	62943	1
62944	62944	2
62945	62945	1
62946	62946	2
62947	62947	2
62948	62948	1
62949	62949	2
62950	62950	1
62951	62951	1
62952	62952	2
62953	62953	2
62954	62954	2
62955	62955	1
62956	62956	2
62957	62957	2
62958	62958	2
62959	62959	2
62960	62960	1
62961	62961	1
62962	62962	1
62963	62963	1
62964	62964	1
62965	62965	2
62966	62966	2
62967	62967	0
62968	62968	1
62969	62969	1
62970	62970	1
62971	62971	1
62972	62972	1
62973	62973	2
62974	62974	1
62975	62975	2
62976	62976	1
62977	62977	1
62978	62978	1
62979	62979	2
62980	62980	2
62981	62981	2
62982	62982	1
62983	62983	1
62984	62984	2
62985	62985	2
62986	62986	1
62987	62987	2
62988	62988	1
62989	62989	2
62990	62990	2
62991	62991	1
62992	62992	1
62993	62993	2
62994	62994	2
62995	62995	2
62996	62996	1
62997	62997	2
62998	62998	1
62999	62999	1
63000	63000	1
63001	63001	2
63002	63002	2
63003	63003	2
63004	63004	2
63005	63005	1
63006	63006	1
63007	63007	2
63008	63008	2
63009	63009	2
63010	63010	2
63011	63011	2
63012	63012	1
63013	63013	1
63014	63014	2
63015	63015	2
63016	63016	1
63017	63017	1
63018	63018	1
63019	63019	1
63020	63020	1
63021	63021	1
63022	63022	1
63023	63023	1
63024	63024	2
63025	63025	2
63026	63026	1
63027	63027	0
63028	63028	1
63029	63029	2
63030	63030	1
63031	63031	1
63032	63032	1
63033	63033	1
63034	63034	2
63035	63035	1
63036	63036	1
63037	63037	2
63038	63038	2
63039	63039	2
63040	63040	1
63041	63041	1
63042	63042	2
63043	63043	2
63044	63044	2
63045	63045	2
63046	63046	2
63047	63047	2
63048	63048	0
63049	63049	2
63050	63050	1
63051	63051	1
63052	63052	1
63053	63053	1
63054	63054	1
63055	63055	1
63056	63056	1
63057	63057	1
63058	63058	2
63059	63059	1
63060	63060	1
63061	63061	1
63062	63062	2
63063	63063	1
63064	63064	1
63065	63065	2
63066	63066	1
63067	63067	1
63068	63068	1
63069	63069	2
63070	63070	2
63071	63071	2
63072	63072	2
63073	63073	1
63074	63074	2
63075	63075	1
63076	63076	1
63077	63077	1
63078	63078	1
63079	63079	1
63080	63080	2
63081	63081	1
63082	63082	1
63083	63083	0
63084	63084	1
63085	63085	1
63086	63086	2
63087	63087	1
63088	63088	1
63089	63089	1
63090	63090	1
63091	63091	1
63092	63092	0
63093	63093	0
63094	63094	0
63095	63095	1
63096	63096	1
63097	63097	1
63098	63098	1
63099	63099	1
63100	63100	1
63101	63101	2
63102	63102	2
63103	63103	1
63104	63104	2
63105	63105	1
63106	63106	2
63107	63107	2
63108	63108	2
63109	63109	0
63110	63110	1
63111	63111	1
63112	63112	1
63113	63113	1
63114	63114	1
63115	63115	2
63116	63116	1
63117	63117	2
63118	63118	2
63119	63119	1
63120	63120	2
63121	63121	1
63122	63122	1
63123	63123	2
63124	63124	1
63125	63125	1
63126	63126	0
63127	63127	2
63128	63128	1
63129	63129	2
63130	63130	2
63131	63131	2
63132	63132	2
63133	63133	1
63134	63134	1
63135	63135	1
63136	63136	1
63137	63137	2
63138	63138	1
63139	63139	2
63140	63140	2
63141	63141	2
63142	63142	2
63143	63143	2
63144	63144	1
63145	63145	1
63146	63146	0
63147	63147	1
63148	63148	2
63149	63149	2
63150	63150	1
63151	63151	2
63152	63152	2
63153	63153	2
63154	63154	1
63155	63155	2
63156	63156	1
63157	63157	1
63158	63158	1
63159	63159	1
63160	63160	1
63161	63161	1
63162	63162	2
63163	63163	2
63164	63164	0
63165	63165	1
63166	63166	1
63167	63167	2
63168	63168	2
63169	63169	1
63170	63170	2
63171	63171	1
63172	63172	2
63173	63173	1
63174	63174	2
63175	63175	1
63176	63176	1
63177	63177	2
63178	63178	1
63179	63179	1
63180	63180	1
63181	63181	2
63182	63182	1
63183	63183	1
63184	63184	2
63185	63185	2
63186	63186	1
63187	63187	1
63188	63188	1
63189	63189	2
63190	63190	1
63191	63191	1
63192	63192	2
63193	63193	2
63194	63194	1
63195	63195	2
63196	63196	1
63197	63197	2
63198	63198	2
63199	63199	2
63200	63200	1
63201	63201	1
63202	63202	1
63203	63203	2
63204	63204	2
63205	63205	2
63206	63206	2
63207	63207	1
63208	63208	2
63209	63209	1
63210	63210	1
63211	63211	1
63212	63212	2
63213	63213	2
63214	63214	2
63215	63215	2
63216	63216	2
63217	63217	2
63218	63218	1
63219	63219	2
63220	63220	2
63221	63221	2
63222	63222	2
63223	63223	0
63224	63224	1
63225	63225	2
63226	63226	2
63227	63227	1
63228	63228	2
63229	63229	2
63230	63230	2
63231	63231	2
63232	63232	0
63233	63233	1
63234	63234	2
63235	63235	1
63236	63236	1
63237	63237	1
63238	63238	2
63239	63239	0
63240	63240	2
63241	63241	2
63242	63242	1
63243	63243	2
63244	63244	1
63245	63245	2
63246	63246	2
63247	63247	1
63248	63248	2
63249	63249	1
63250	63250	2
63251	63251	2
63252	63252	2
63253	63253	1
63254	63254	1
63255	63255	2
63256	63256	2
63257	63257	1
63258	63258	2
63259	63259	2
63260	63260	1
63261	63261	1
63262	63262	2
63263	63263	1
63264	63264	2
63265	63265	1
63266	63266	2
63267	63267	2
63268	63268	1
63269	63269	2
63270	63270	2
63271	63271	2
63272	63272	2
63273	63273	2
63274	63274	2
63275	63275	2
63276	63276	2
63277	63277	2
63278	63278	2
63279	63279	2
63280	63280	1
63281	63281	1
63282	63282	2
63283	63283	1
63284	63284	1
63285	63285	1
63286	63286	1
63287	63287	2
63288	63288	2
63289	63289	2
63290	63290	2
63291	63291	1
63292	63292	1
63293	63293	2
63294	63294	2
63295	63295	1
63296	63296	2
63297	63297	1
63298	63298	2
63299	63299	2
63300	63300	2
63301	63301	2
63302	63302	2
63303	63303	2
63304	63304	2
63305	63305	1
63306	63306	2
63307	63307	0
63308	63308	1
63309	63309	2
63310	63310	2
63311	63311	1
63312	63312	2
63313	63313	2
63314	63314	2
63315	63315	2
63316	63316	1
63317	63317	1
63318	63318	0
63319	63319	2
63320	63320	2
63321	63321	2
63322	63322	2
63323	63323	2
63324	63324	2
63325	63325	1
63326	63326	1
63327	63327	1
63328	63328	1
63329	63329	2
63330	63330	2
63331	63331	2
63332	63332	1
63333	63333	2
63334	63334	2
63335	63335	1
63336	63336	1
63337	63337	1
63338	63338	1
63339	63339	2
63340	63340	1
63341	63341	2
63342	63342	2
63343	63343	1
63344	63344	1
63345	63345	2
63346	63346	1
63347	63347	2
63348	63348	2
63349	63349	1
63350	63350	1
63351	63351	2
63352	63352	1
63353	63353	1
63354	63354	2
63355	63355	1
63356	63356	1
63357	63357	2
63358	63358	2
63359	63359	1
63360	63360	2
63361	63361	1
63362	63362	2
63363	63363	2
63364	63364	2
63365	63365	1
63366	63366	1
63367	63367	1
63368	63368	2
63369	63369	1
63370	63370	2
63371	63371	1
63372	63372	1
63373	63373	1
63374	63374	1
63375	63375	1
63376	63376	2
63377	63377	2
63378	63378	2
63379	63379	0
63380	63380	2
63381	63381	1
63382	63382	2
63383	63383	1
63384	63384	1
63385	63385	1
63386	63386	1
63387	63387	2
63388	63388	1
63389	63389	2
63390	63390	1
63391	63391	1
63392	63392	2
63393	63393	2
63394	63394	2
63395	63395	0
63396	63396	1
63397	63397	1
63398	63398	2
63399	63399	1
63400	63400	2
63401	63401	1
63402	63402	2
63403	63403	1
63404	63404	2
63405	63405	1
63406	63406	1
63407	63407	2
63408	63408	1
63409	63409	1
63410	63410	1
63411	63411	2
63412	63412	2
63413	63413	1
63414	63414	1
63415	63415	2
63416	63416	2
63417	63417	2
63418	63418	1
63419	63419	1
63420	63420	2
63421	63421	2
63422	63422	1
63423	63423	1
63424	63424	2
63425	63425	1
63426	63426	2
63427	63427	1
63428	63428	2
63429	63429	2
63430	63430	1
63431	63431	2
63432	63432	1
63433	63433	1
63434	63434	2
63435	63435	2
63436	63436	2
63437	63437	2
63438	63438	1
63439	63439	1
63440	63440	1
63441	63441	2
63442	63442	1
63443	63443	2
63444	63444	2
63445	63445	2
63446	63446	2
63447	63447	1
63448	63448	1
63449	63449	1
63450	63450	2
63451	63451	1
63452	63452	2
63453	63453	2
63454	63454	2
63455	63455	2
63456	63456	1
63457	63457	1
63458	63458	1
63459	63459	1
63460	63460	1
63461	63461	2
63462	63462	1
63463	63463	1
63464	63464	1
63465	63465	1
63466	63466	2
63467	63467	1
63468	63468	0
63469	63469	1
63470	63470	2
63471	63471	1
63472	63472	1
63473	63473	1
63474	63474	1
63475	63475	2
63476	63476	2
63477	63477	1
63478	63478	1
63479	63479	2
63480	63480	1
63481	63481	2
63482	63482	1
63483	63483	1
63484	63484	1
63485	63485	2
63486	63486	2
63487	63487	2
63488	63488	2
63489	63489	1
63490	63490	1
63491	63491	2
63492	63492	1
63493	63493	1
63494	63494	2
63495	63495	2
63496	63496	2
63497	63497	1
63498	63498	2
63499	63499	1
63500	63500	1
63501	63501	1
63502	63502	2
63503	63503	1
63504	63504	2
63505	63505	2
63506	63506	2
63507	63507	1
